drug_id,drug_name,disease_id,disease_name
D003042,Cocaine,D004421,Dystonia
D003042,Cocaine,D004487,Edema
D003042,Cocaine,D004681,"Encephalomyelitis, Autoimmune, Experimental"
D003042,Cocaine,D004830,"Epilepsy, Tonic-Clonic"
D003042,Cocaine,D005076,Exanthema
D003042,Cocaine,D005128,Eye Diseases
D003042,Cocaine,D005221,Fatigue
D003042,Cocaine,D005315,Fetal Diseases
D003042,Cocaine,D005317,Fetal Growth Retardation
D003042,Cocaine,D005334,Fever
D003042,Cocaine,D005355,Fibrosis
D003042,Cocaine,D005759,Gastroenteritis
D003042,Cocaine,D006099,Granuloma
D003042,Cocaine,D006130,Growth Disorders
D003042,Cocaine,D006212,Hallucinations
D003042,Cocaine,D006261,Headache
D003042,Cocaine,D006311,Hearing Disorders
D003042,Cocaine,D006312,"Hearing Loss, Bilateral"
D003042,Cocaine,D006319,"Hearing Loss, Sensorineural"
D003042,Cocaine,D006323,Heart Arrest
D003042,Cocaine,D006330,"Heart Defects, Congenital"
D003042,Cocaine,D006331,Heart Diseases
D003042,Cocaine,D006332,Cardiomegaly
D003042,Cocaine,D006333,Heart Failure
D003042,Cocaine,D006345,"Heart Septal Defects, Ventricular"
D003042,Cocaine,D006417,Hematuria
D003042,Cocaine,D006463,Hemolytic-Uremic Syndrome
D003042,Cocaine,D006470,Hemorrhage
D003042,Cocaine,D006471,Gastrointestinal Hemorrhage
D003042,Cocaine,D006501,Hepatic Encephalopathy
D003042,Cocaine,D006556,Heroin Dependence
D003042,Cocaine,D006934,Hypercalcemia
D003042,Cocaine,D006947,Hyperkalemia
D003042,Cocaine,D006948,Hyperkinesis
D003042,Cocaine,D006965,Hyperplasia
D003042,Cocaine,D006966,Hyperprolactinemia
D003042,Cocaine,D006970,Disorders of Excessive Somnolence
D003042,Cocaine,D006973,Hypertension
D003042,Cocaine,D006974,"Hypertension, Malignant"
D003042,Cocaine,D006976,"Hypertension, Pulmonary"
D003042,Cocaine,D006987,Hypesthesia
D003042,Cocaine,D007003,Hypoglycemia
D003042,Cocaine,D007008,Hypokalemia
D003042,Cocaine,D007022,Hypotension
D003042,Cocaine,D007035,Hypothermia
D003042,Cocaine,D007037,Hypothyroidism
D003042,Cocaine,D007172,Erectile Dysfunction
D003042,Cocaine,D007174,"Disruptive, Impulse Control, and Conduct Disorders"
D003042,Cocaine,D007232,"Infant, Newborn, Diseases"
D003042,Cocaine,D007235,"Infant, Premature, Diseases"
D003042,Cocaine,D007239,Infection
D003042,Cocaine,D007249,Inflammation
D003042,Cocaine,D007319,Sleep Initiation and Maintenance Disorders
D003042,Cocaine,D007410,Intestinal Diseases
D003042,Cocaine,D007431,Intraoperative Complications
D003042,Cocaine,D007511,Ischemia
D003042,Cocaine,D007565,Jaundice
D003042,Cocaine,D007634,Keratitis
D003042,Cocaine,D007674,Kidney Diseases
D003042,Cocaine,D007676,"Kidney Failure, Chronic"
D003042,Cocaine,D007683,"Kidney Tubular Necrosis, Acute"
D003042,Cocaine,D007752,"Obstetric Labor, Premature"
D003042,Cocaine,D007859,Learning Disorders
D003042,Cocaine,D007964,Leukocytosis
D003042,Cocaine,D008133,Long QT Syndrome
D003042,Cocaine,D008171,Lung Diseases
D003042,Cocaine,D008180,"Lupus Erythematosus, Systemic"
D003042,Cocaine,D008569,Memory Disorders
D003042,Cocaine,D008581,Meningitis
D003042,Cocaine,D008881,Migraine Disorders
D003042,Cocaine,D009069,Movement Disorders
D003042,Cocaine,D009102,Multiple Organ Failure
D003042,Cocaine,D009120,Muscle Cramp
D003042,Cocaine,D009122,Muscle Hypertonia
D003042,Cocaine,D009127,Muscle Rigidity
D003042,Cocaine,D009128,Muscle Spasticity
D003042,Cocaine,D009133,Muscular Atrophy
D003042,Cocaine,D009157,Myasthenia Gravis
D003042,Cocaine,D009202,Cardiomyopathies
D003042,Cocaine,D009203,Myocardial Infarction
D003042,Cocaine,D009205,Myocarditis
D003042,Cocaine,D009325,Nausea
D003042,Cocaine,D009336,Necrosis
D003042,Cocaine,D009357,Neonatal Abstinence Syndrome
D003042,Cocaine,D009395,"Nephritis, Interstitial"
D003042,Cocaine,D009410,Nerve Degeneration
D003042,Cocaine,D009421,Nervous System Malformations
D003042,Cocaine,D009422,Nervous System Diseases
D003042,Cocaine,D009436,Neural Tube Defects
D003042,Cocaine,D009459,Neuroleptic Malignant Syndrome
D003042,Cocaine,D009468,Neuromuscular Diseases
D003042,Cocaine,D009503,Neutropenia
D003042,Cocaine,D009771,Obsessive-Compulsive Disorder
D003042,Cocaine,D009886,Ophthalmoplegia
D003042,Cocaine,D009901,Optic Nerve Diseases
D003042,Cocaine,D010019,Osteomyelitis
D003042,Cocaine,D010146,Pain
D003042,Cocaine,D010190,Pancreatic Neoplasms
D003042,Cocaine,D010195,Pancreatitis
D003042,Cocaine,D010211,Papilledema
D003042,Cocaine,D010259,Paranoid Disorders
D003042,Cocaine,D010291,Paresis
D003042,Cocaine,D010292,Paresthesia
D003042,Cocaine,D010538,Peritonitis
D003042,Cocaine,D010554,Personality Disorders
D003042,Cocaine,D010787,Photosensitivity Disorders
D003042,Cocaine,D011014,Pneumonia
D003042,Cocaine,D011041,Poisoning
D003042,Cocaine,D011183,Postoperative Complications
D003042,Cocaine,D011248,Pregnancy Complications
D003042,Cocaine,D011297,Prenatal Exposure Delayed Effects
D003042,Cocaine,D011317,Priapism
D003042,Cocaine,D011507,Proteinuria
D003042,Cocaine,D011595,Psychomotor Agitation
D003042,Cocaine,D011596,Psychomotor Disorders
D003042,Cocaine,D011605,"Psychoses, Substance-Induced"
D003042,Cocaine,D011618,Psychotic Disorders
D003042,Cocaine,D011654,Pulmonary Edema
D003042,Cocaine,D011693,Purpura
D003042,Cocaine,D011695,"Purpura, Schoenlein-Henoch"
D003042,Cocaine,D011782,Quadriplegia
D003042,Cocaine,D011928,Raynaud Disease
D003042,Cocaine,D012019,Reflex Sympathetic Dystrophy
D003042,Cocaine,D012021,"Reflex, Abnormal"
D003042,Cocaine,D012120,Respiration Disorders
D003042,Cocaine,D012131,Respiratory Insufficiency
D003042,Cocaine,D012164,Retinal Diseases
D003042,Cocaine,D012206,Rhabdomyolysis
D003042,Cocaine,D012559,Schizophrenia
D003042,Cocaine,D012640,Seizures
D003042,Cocaine,D012678,Sensation Disorders
D003042,Cocaine,D012735,"Sexual Dysfunction, Physiological"
D003042,Cocaine,D012769,Shock
D003042,Cocaine,D012770,"Shock, Cardiogenic"
D003042,Cocaine,D012798,Sialorrhea
D003042,Cocaine,D012848,Sinoatrial Block
D003042,Cocaine,D012852,Sinusitis
D003042,Cocaine,D012893,Sleep Wake Disorders
D003042,Cocaine,D013035,Spasm
D003042,Cocaine,D013064,Speech Disorders
D003042,Cocaine,D013226,Status Epilepticus
D003042,Cocaine,D013276,Stomach Ulcer
D003042,Cocaine,D013345,Subarachnoid Hemorrhage
D003042,Cocaine,D013375,Substance Withdrawal Syndrome
D003042,Cocaine,D013575,Syncope
D003042,Cocaine,D013610,Tachycardia
D003042,Cocaine,D013616,"Tachycardia, Sinus"
D003042,Cocaine,D013617,"Tachycardia, Supraventricular"
D003042,Cocaine,D013651,Taste Disorders
D003042,Cocaine,D013921,Thrombocytopenia
D003042,Cocaine,D013923,Thromboembolism
D003042,Cocaine,D013924,Thrombophlebitis
D003042,Cocaine,D013927,Thrombosis
D003042,Cocaine,D013981,Tic Disorders
D003042,Cocaine,D014103,Torticollis
D003042,Cocaine,D014202,Tremor
D003042,Cocaine,D014456,Ulcer
D003042,Cocaine,D014474,Unconsciousness
D003042,Cocaine,D014549,Urinary Incontinence
D003042,Cocaine,D014652,Vascular Diseases
D003042,Cocaine,D014657,Vasculitis
D003042,Cocaine,D014693,Ventricular Fibrillation
D003042,Cocaine,D014786,Vision Disorders
D003042,Cocaine,D014839,Vomiting
D003042,Cocaine,D014987,Xerostomia
D003042,Cocaine,D015267,Churg-Strauss Syndrome
D003042,Cocaine,D015427,Reperfusion Injury
D003042,Cocaine,D015428,Myocardial Reperfusion Injury
D003042,Cocaine,D015431,Weight Loss
D003042,Cocaine,D015746,Abdominal Pain
D003042,Cocaine,D015835,Ocular Motility Disorders
D003042,Cocaine,D016055,Urinary Retention
D003042,Cocaine,D016171,Torsades de Pointes
D003042,Cocaine,D016491,Peripheral Vascular Diseases
D003042,Cocaine,D016584,Panic Disorder
D003042,Cocaine,D016757,"Death, Sudden, Cardiac"
D003042,Cocaine,D017093,Liver Failure
D003042,Cocaine,D017109,"Akathisia, Drug-Induced"
D003042,Cocaine,D017114,"Liver Failure, Acute"
D003042,Cocaine,D017116,Low Back Pain
D003042,Cocaine,D017180,"Tachycardia, Ventricular"
D003042,Cocaine,D017202,Myocardial Ischemia
D003042,Cocaine,D017379,"Hypertrophy, Left Ventricular"
D003042,Cocaine,D017563,"Lung Diseases, Interstitial"
D003042,Cocaine,D017880,"Limb Deformities, Congenital"
D003042,Cocaine,D018487,"Ventricular Dysfunction, Left"
D003042,Cocaine,D018754,Ventricular Dysfunction
D003042,Cocaine,D018771,Arthralgia
D003042,Cocaine,D018908,Muscle Weakness
D003042,Cocaine,D019584,Hot Flashes
D003042,Cocaine,D019954,Neurobehavioral Manifestations
D003042,Cocaine,D019956,Stereotypic Movement Disorder
D003042,Cocaine,D019957,Motor Skills Disorders
D003042,Cocaine,D019964,Mood Disorders
D003042,Cocaine,D019966,Substance-Related Disorders
D003042,Cocaine,D019970,Cocaine-Related Disorders
D003042,Cocaine,D020018,"Sexual Dysfunctions, Psychological"
D003042,Cocaine,D020246,Venous Thrombosis
D003042,Cocaine,D020300,Intracranial Hemorrhages
D003042,Cocaine,D020301,"Vasospasm, Intracranial"
D003042,Cocaine,D020422,Mononeuropathies
D003042,Cocaine,D020521,Stroke
D003042,Cocaine,D020964,Embryo Loss
D003042,Cocaine,D022124,Hyperammonemia
D003042,Cocaine,D023341,Chills
D003042,Cocaine,D023921,Coronary Stenosis
D003042,Cocaine,D034381,Hearing Loss
D003042,Cocaine,D047928,Premature Birth
D003042,Cocaine,D049188,Prenatal Injuries
D003042,Cocaine,D050197,Atherosclerosis
D003042,Cocaine,D051437,Renal Insufficiency
D003042,Cocaine,D053609,Lethargy
D003042,Cocaine,D054058,Acute Coronary Syndrome
D003042,Cocaine,D054138,"Sinus Arrest, Cardiac"
D003042,Cocaine,D054537,Atrioventricular Block
D003042,Cocaine,D056486,Chemical and Drug Induced Liver Injury
D003042,Cocaine,D056784,Leukoencephalopathies
D003042,Cocaine,D058186,Acute Kidney Injury
D003042,Cocaine,D064420,Drug-Related Side Effects and Adverse Reactions
D003078,Colchicine,D000014,"Abnormalities, Drug-Induced"
D003078,Colchicine,D000505,Alopecia
D003078,Colchicine,D000544,Alzheimer Disease
D003078,Colchicine,D000647,Amnesia
D003078,Colchicine,D000740,Anemia
D003078,Colchicine,D000749,"Anemia, Megaloblastic"
D003078,Colchicine,D001002,Anuria
D003078,Colchicine,D001145,"Arrhythmias, Cardiac"
D003078,Colchicine,D001259,Ataxia
D003078,Colchicine,D001855,Bone Marrow Diseases
D003078,Colchicine,D001927,Brain Diseases
D003078,Colchicine,D001930,Brain Injuries
D003078,Colchicine,D002779,Cholestasis
D003078,Colchicine,D003072,Cognition Disorders
D003078,Colchicine,D003967,Diarrhea
D003078,Colchicine,D004211,Disseminated Intravascular Coagulation
D003078,Colchicine,D004244,Dizziness
D003078,Colchicine,D004417,Dyspnea
D003078,Colchicine,D005221,Fatigue
D003078,Colchicine,D005759,Gastroenteritis
D003078,Colchicine,D005767,Gastrointestinal Diseases
D003078,Colchicine,D006073,Gout
D003078,Colchicine,D006261,Headache
D003078,Colchicine,D006470,Hemorrhage
D003078,Colchicine,D006528,"Carcinoma, Hepatocellular"
D003078,Colchicine,D006948,Hyperkinesis
D003078,Colchicine,D006973,Hypertension
D003078,Colchicine,D007010,Hyponatremia
D003078,Colchicine,D007249,Inflammation
D003078,Colchicine,D007410,Intestinal Diseases
D003078,Colchicine,D007565,Jaundice
D003078,Colchicine,D007674,Kidney Diseases
D003078,Colchicine,D007859,Learning Disorders
D003078,Colchicine,D007970,Leukopenia
D003078,Colchicine,D008103,Liver Cirrhosis
D003078,Colchicine,D008107,Liver Diseases
D003078,Colchicine,D008569,Memory Disorders
D003078,Colchicine,D009101,Multiple Myeloma
D003078,Colchicine,D009102,Multiple Organ Failure
D003078,Colchicine,D009133,Muscular Atrophy
D003078,Colchicine,D009135,Muscular Diseases
D003078,Colchicine,D009212,Myoglobinuria
D003078,Colchicine,D009325,Nausea
D003078,Colchicine,D009336,Necrosis
D003078,Colchicine,D009369,Neoplasms
D003078,Colchicine,D009422,Nervous System Diseases
D003078,Colchicine,D009436,Neural Tube Defects
D003078,Colchicine,D009468,Neuromuscular Diseases
D003078,Colchicine,D009846,Oliguria
D003078,Colchicine,D009896,Optic Atrophy
D003078,Colchicine,D009901,Optic Nerve Diseases
D003078,Colchicine,D010146,Pain
D003078,Colchicine,D010195,Pancreatitis
D003078,Colchicine,D010198,Pancytopenia
D003078,Colchicine,D010243,Paralysis
D003078,Colchicine,D010523,Peripheral Nervous System Diseases
D003078,Colchicine,D011115,Polyneuropathies
D003078,Colchicine,D011141,Polyuria
D003078,Colchicine,D011565,Psoriasis
D003078,Colchicine,D011782,Quadriplegia
D003078,Colchicine,D012021,"Reflex, Abnormal"
D003078,Colchicine,D012131,Respiratory Insufficiency
D003078,Colchicine,D012206,Rhabdomyolysis
D003078,Colchicine,D012640,Seizures
D003078,Colchicine,D012871,Skin Diseases
D003078,Colchicine,D013616,"Tachycardia, Sinus"
D003078,Colchicine,D013921,Thrombocytopenia
D003078,Colchicine,D014786,Vision Disorders
D003078,Colchicine,D014839,Vomiting
D003078,Colchicine,D015431,Weight Loss
D003078,Colchicine,D015746,Abdominal Pain
D003078,Colchicine,D017114,"Liver Failure, Acute"
D003078,Colchicine,D017119,Porphyria Cutanea Tarda
D003078,Colchicine,D018805,Sepsis
D003078,Colchicine,D018908,Muscle Weakness
D003078,Colchicine,D051437,Renal Insufficiency
D003078,Colchicine,D056486,Chemical and Drug Induced Liver Injury
D003078,Colchicine,D058186,Acute Kidney Injury
D003078,Colchicine,D062787,Drug Overdose
D003561,Cytarabine,D000014,"Abnormalities, Drug-Induced"
D003561,Cytarabine,D000138,Acidosis
D003561,Cytarabine,D000505,Alopecia
D003561,Cytarabine,D000740,Anemia
D003561,Cytarabine,D000857,Olfaction Disorders
D003561,Cytarabine,D001037,Aphasia
D003561,Cytarabine,D001145,"Arrhythmias, Cardiac"
D003561,Cytarabine,D001259,Ataxia
D003561,Cytarabine,D001284,Atrophy
D003561,Cytarabine,D001424,Bacterial Infections
D003561,Cytarabine,D001523,Mental Disorders
D003561,Cytarabine,D001766,Blindness
D003561,Cytarabine,D001855,Bone Marrow Diseases
D003561,Cytarabine,D001919,Bradycardia
D003561,Cytarabine,D001927,Brain Diseases
D003561,Cytarabine,D001929,Brain Edema
D003561,Cytarabine,D001930,Brain Injuries
D003561,Cytarabine,D001932,Brain Neoplasms
D003561,Cytarabine,D001943,Breast Neoplasms
D003561,Cytarabine,D002051,Burkitt Lymphoma
D003561,Cytarabine,D002277,Carcinoma
D003561,Cytarabine,D002471,"Cell Transformation, Neoplastic"
D003561,Cytarabine,D002493,Central Nervous System Diseases
D003561,Cytarabine,D002524,Cerebellar Ataxia
D003561,Cytarabine,D002526,Cerebellar Diseases
D003561,Cytarabine,D002543,Cerebral Hemorrhage
D003561,Cytarabine,D002637,Chest Pain
D003561,Cytarabine,D002769,Cholelithiasis
D003561,Cytarabine,D002779,Cholestasis
D003561,Cytarabine,D002780,"Cholestasis, Intrahepatic"
D003561,Cytarabine,D003072,Cognition Disorders
D003561,Cytarabine,D003092,Colitis
D003561,Cytarabine,D003128,Coma
D003561,Cytarabine,D003221,Confusion
D003561,Cytarabine,D003231,Conjunctivitis
D003561,Cytarabine,D003244,Consciousness Disorders
D003561,Cytarabine,D003680,Deglutition Disorders
D003561,Cytarabine,D003711,Demyelinating Diseases
D003561,Cytarabine,D003967,Diarrhea
D003561,Cytarabine,D004172,Diplopia
D003561,Cytarabine,D004244,Dizziness
D003561,Cytarabine,D004342,Drug Hypersensitivity
D003561,Cytarabine,D004401,Dysarthria
D003561,Cytarabine,D004487,Edema
D003561,Cytarabine,D004827,Epilepsy
D003561,Cytarabine,D004890,Erythema
D003561,Cytarabine,D004893,Erythema Nodosum
D003561,Cytarabine,D005076,Exanthema
D003561,Cytarabine,D005128,Eye Diseases
D003561,Cytarabine,D005334,Fever
D003561,Cytarabine,D005767,Gastrointestinal Diseases
D003561,Cytarabine,D006212,Hallucinations
D003561,Cytarabine,D006261,Headache
D003561,Cytarabine,D006333,Heart Failure
D003561,Cytarabine,D006402,Hematologic Diseases
D003561,Cytarabine,D006417,Hematuria
D003561,Cytarabine,D006470,Hemorrhage
D003561,Cytarabine,D006504,Hepatic Veno-Occlusive Disease
D003561,Cytarabine,D006505,Hepatitis
D003561,Cytarabine,D006689,Hodgkin Disease
D003561,Cytarabine,D006932,Hyperbilirubinemia
D003561,Cytarabine,D006965,Hyperplasia
D003561,Cytarabine,D006966,Hyperprolactinemia
D003561,Cytarabine,D006967,Hypersensitivity
D003561,Cytarabine,D006987,Hypesthesia
D003561,Cytarabine,D007022,Hypotension
D003561,Cytarabine,D007235,"Infant, Premature, Diseases"
D003561,Cytarabine,D007239,Infection
D003561,Cytarabine,D007410,Intestinal Diseases
D003561,Cytarabine,D007634,Keratitis
D003561,Cytarabine,D007674,Kidney Diseases
D003561,Cytarabine,D007938,Leukemia
D003561,Cytarabine,D007945,"Leukemia, Lymphoid"
D003561,Cytarabine,D007964,Leukocytosis
D003561,Cytarabine,D007970,Leukopenia
D003561,Cytarabine,D008107,Liver Diseases
D003561,Cytarabine,D008171,Lung Diseases
D003561,Cytarabine,D008223,Lymphoma
D003561,Cytarabine,D008228,"Lymphoma, Non-Hodgkin"
D003561,Cytarabine,D008581,Meningitis
D003561,Cytarabine,D008582,"Meningitis, Aseptic"
D003561,Cytarabine,D009101,Multiple Myeloma
D003561,Cytarabine,D009190,Myelodysplastic Syndromes
D003561,Cytarabine,D009325,Nausea
D003561,Cytarabine,D009336,Necrosis
D003561,Cytarabine,D009362,Neoplasm Metastasis
D003561,Cytarabine,D009369,Neoplasms
D003561,Cytarabine,D009374,"Neoplasms, Experimental"
D003561,Cytarabine,D009395,"Nephritis, Interstitial"
D003561,Cytarabine,D009410,Nerve Degeneration
D003561,Cytarabine,D009421,Nervous System Malformations
D003561,Cytarabine,D009422,Nervous System Diseases
D003561,Cytarabine,D009503,Neutropenia
D003561,Cytarabine,D009759,"Nystagmus, Pathologic"
D003561,Cytarabine,D009896,Optic Atrophy
D003561,Cytarabine,D009901,Optic Nerve Diseases
D003561,Cytarabine,D010051,Ovarian Neoplasms
D003561,Cytarabine,D010146,Pain
D003561,Cytarabine,D010195,Pancreatitis
D003561,Cytarabine,D010211,Papilledema
D003561,Cytarabine,D010243,Paralysis
D003561,Cytarabine,D010264,Paraplegia
D003561,Cytarabine,D010291,Paresis
D003561,Cytarabine,D010292,Paresthesia
D003561,Cytarabine,D010302,"Parkinson Disease, Secondary"
D003561,Cytarabine,D010493,Pericarditis
D003561,Cytarabine,D010523,Peripheral Nervous System Diseases
D003561,Cytarabine,D010538,Peritonitis
D003561,Cytarabine,D010996,Pleural Effusion
D003561,Cytarabine,D011014,Pneumonia
D003561,Cytarabine,D011115,Polyneuropathies
D003561,Cytarabine,D011297,Prenatal Exposure Delayed Effects
D003561,Cytarabine,D011507,Proteinuria
D003561,Cytarabine,D011559,Pseudotumor Cerebri
D003561,Cytarabine,D011654,Pulmonary Edema
D003561,Cytarabine,D011782,Quadriplegia
D003561,Cytarabine,D011928,Raynaud Disease
D003561,Cytarabine,D012008,Recurrence
D003561,Cytarabine,D012206,Rhabdomyolysis
D003561,Cytarabine,D012208,Rhabdomyosarcoma
D003561,Cytarabine,D012559,Schizophrenia
D003561,Cytarabine,D012640,Seizures
D003561,Cytarabine,D012678,Sensation Disorders
D003561,Cytarabine,D012735,"Sexual Dysfunction, Physiological"
D003561,Cytarabine,D012769,Shock
D003561,Cytarabine,D012848,Sinoatrial Block
D003561,Cytarabine,D012871,Skin Diseases
D003561,Cytarabine,D013118,Spinal Cord Diseases
D003561,Cytarabine,D013280,Stomatitis
D003561,Cytarabine,D013921,Thrombocytopenia
D003561,Cytarabine,D014202,Tremor
D003561,Cytarabine,D014549,Urinary Incontinence
D003561,Cytarabine,D014581,Urticaria
D003561,Cytarabine,D014657,Vasculitis
D003561,Cytarabine,D014693,Ventricular Fibrillation
D003561,Cytarabine,D014786,Vision Disorders
D003561,Cytarabine,D014839,Vomiting
D003561,Cytarabine,D015430,Weight Gain
D003561,Cytarabine,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell"
D003561,Cytarabine,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
D003561,Cytarabine,D015470,"Leukemia, Myeloid, Acute"
D003561,Cytarabine,D015473,"Leukemia, Promyelocytic, Acute"
D003561,Cytarabine,D015746,Abdominal Pain
D003561,Cytarabine,D016055,Urinary Retention
D003561,Cytarabine,D016393,"Lymphoma, B-Cell"
D003561,Cytarabine,D016403,"Lymphoma, Large B-Cell, Diffuse"
D003561,Cytarabine,D017093,Liver Failure
D003561,Cytarabine,D018487,"Ventricular Dysfunction, Left"
D003561,Cytarabine,D018805,Sepsis
D003561,Cytarabine,D018908,Muscle Weakness
D003561,Cytarabine,D019954,Neurobehavioral Manifestations
D003561,Cytarabine,D020258,Neurotoxicity Syndromes
D003561,Cytarabine,D020300,Intracranial Hemorrhages
D003561,Cytarabine,D020301,"Vasospasm, Intracranial"
D003561,Cytarabine,D020795,Photophobia
D003561,Cytarabine,D034381,Hearing Loss
D003561,Cytarabine,D052016,Mucositis
D003561,Cytarabine,D054038,Posterior Leukoencephalopathy Syndrome
D003561,Cytarabine,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
D003561,Cytarabine,D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
D003561,Cytarabine,D056486,Chemical and Drug Induced Liver Injury
D003561,Cytarabine,D056784,Leukoencephalopathies
D003561,Cytarabine,D058186,Acute Kidney Injury
D003561,Cytarabine,D064420,Drug-Related Side Effects and Adverse Reactions
D003630,Daunorubicin,D000014,"Abnormalities, Drug-Induced"
D003630,Daunorubicin,D000230,Adenocarcinoma
D003630,Daunorubicin,D000740,Anemia
D003630,Daunorubicin,D000741,"Anemia, Aplastic"
D003630,Daunorubicin,D001145,"Arrhythmias, Cardiac"
D003630,Daunorubicin,D001201,Ascites
D003630,Daunorubicin,D001416,Back Pain
D003630,Daunorubicin,D001847,Bone Diseases
D003630,Daunorubicin,D001855,Bone Marrow Diseases
D003630,Daunorubicin,D001929,Brain Edema
D003630,Daunorubicin,D001932,Brain Neoplasms
D003630,Daunorubicin,D002051,Burkitt Lymphoma
D003630,Daunorubicin,D002471,"Cell Transformation, Neoplastic"
D003630,Daunorubicin,D002493,Central Nervous System Diseases
D003630,Daunorubicin,D002526,Cerebellar Diseases
D003630,Daunorubicin,D002543,Cerebral Hemorrhage
D003630,Daunorubicin,D002637,Chest Pain
D003630,Daunorubicin,D002779,Cholestasis
D003630,Daunorubicin,D003967,Diarrhea
D003630,Daunorubicin,D004195,"Disease Models, Animal"
D003630,Daunorubicin,D004342,Drug Hypersensitivity
D003630,Daunorubicin,D004719,Endomyocardial Fibrosis
D003630,Daunorubicin,D004890,Erythema
D003630,Daunorubicin,D005334,Fever
D003630,Daunorubicin,D005355,Fibrosis
D003630,Daunorubicin,D005921,Glomerulonephritis
D003630,Daunorubicin,D005923,"Glomerulosclerosis, Focal Segmental"
D003630,Daunorubicin,D006261,Headache
D003630,Daunorubicin,D006331,Heart Diseases
D003630,Daunorubicin,D006333,Heart Failure
D003630,Daunorubicin,D006402,Hematologic Diseases
D003630,Daunorubicin,D006470,Hemorrhage
D003630,Daunorubicin,D006504,Hepatic Veno-Occlusive Disease
D003630,Daunorubicin,D006528,"Carcinoma, Hepatocellular"
D003630,Daunorubicin,D006937,Hypercholesterolemia
D003630,Daunorubicin,D006949,Hyperlipidemias
D003630,Daunorubicin,D007022,Hypotension
D003630,Daunorubicin,D007235,"Infant, Premature, Diseases"
D003630,Daunorubicin,D007239,Infection
D003630,Daunorubicin,D007674,Kidney Diseases
D003630,Daunorubicin,D007676,"Kidney Failure, Chronic"
D003630,Daunorubicin,D007938,Leukemia
D003630,Daunorubicin,D007970,Leukopenia
D003630,Daunorubicin,D008107,Liver Diseases
D003630,Daunorubicin,D008133,Long QT Syndrome
D003630,Daunorubicin,D008228,"Lymphoma, Non-Hodgkin"
D003630,Daunorubicin,D009202,Cardiomyopathies
D003630,Daunorubicin,D009205,Myocarditis
D003630,Daunorubicin,D009336,Necrosis
D003630,Daunorubicin,D009369,Neoplasms
D003630,Daunorubicin,D009404,Nephrotic Syndrome
D003630,Daunorubicin,D009422,Nervous System Diseases
D003630,Daunorubicin,D009503,Neutropenia
D003630,Daunorubicin,D010292,Paresthesia
D003630,Daunorubicin,D010493,Pericarditis
D003630,Daunorubicin,D010523,Peripheral Nervous System Diseases
D003630,Daunorubicin,D011014,Pneumonia
D003630,Daunorubicin,D011507,Proteinuria
D003630,Daunorubicin,D012640,Seizures
D003630,Daunorubicin,D012770,"Shock, Cardiogenic"
D003630,Daunorubicin,D012804,Sick Sinus Syndrome
D003630,Daunorubicin,D013280,Stomatitis
D003630,Daunorubicin,D013616,"Tachycardia, Sinus"
D003630,Daunorubicin,D013921,Thrombocytopenia
D003630,Daunorubicin,D013927,Thrombosis
D003630,Daunorubicin,D014202,Tremor
D003630,Daunorubicin,D014652,Vascular Diseases
D003630,Daunorubicin,D015228,Hypertriglyceridemia
D003630,Daunorubicin,D015431,Weight Loss
D003630,Daunorubicin,D015470,"Leukemia, Myeloid, Acute"
D003630,Daunorubicin,D015473,"Leukemia, Promyelocytic, Acute"
D003630,Daunorubicin,D015674,"Mammary Neoplasms, Animal"
D003630,Daunorubicin,D016171,Torsades de Pointes
D003630,Daunorubicin,D017093,Liver Failure
D003630,Daunorubicin,D018487,"Ventricular Dysfunction, Left"
D003630,Daunorubicin,D018754,Ventricular Dysfunction
D003630,Daunorubicin,D028361,Mitochondrial Diseases
D003630,Daunorubicin,D052016,Mucositis
D003630,Daunorubicin,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
D003630,Daunorubicin,D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
D003630,Daunorubicin,D056486,Chemical and Drug Induced Liver Injury
D003630,Daunorubicin,D056784,Leukoencephalopathies
D003630,Daunorubicin,D064420,Drug-Related Side Effects and Adverse Reactions
D003891,Desipramine,D000230,Adenocarcinoma
D003891,Desipramine,D000341,"Affective Disorders, Psychotic"
D003891,Desipramine,D000799,Angioedema
D003891,Desipramine,D000855,Anorexia
D003891,Desipramine,D001008,Anxiety Disorders
D003891,Desipramine,D001037,Aphasia
D003891,Desipramine,D001145,"Arrhythmias, Cardiac"
D003891,Desipramine,D001259,Ataxia
D003891,Desipramine,D001289,Attention Deficit Disorder with Hyperactivity
D003891,Desipramine,D001480,Basal Ganglia Diseases
D003891,Desipramine,D001523,Mental Disorders
D003891,Desipramine,D001714,Bipolar Disorder
D003891,Desipramine,D001763,Blepharoptosis
D003891,Desipramine,D001919,Bradycardia
D003891,Desipramine,D001986,Bronchial Spasm
D003891,Desipramine,D002037,Bundle-Branch Block
D003891,Desipramine,D002375,Catalepsy
D003891,Desipramine,D003110,Colonic Neoplasms
D003891,Desipramine,D003221,Confusion
D003891,Desipramine,D003244,Consciousness Disorders
