drug_id,drug_name,disease_id,disease_name
C047638,alfuzosin,MESH:D009325,Nausea
C047638,alfuzosin,MESH:D011317,Priapism
C047638,alfuzosin,MESH:D011469,Prostatic Diseases
C047638,alfuzosin,MESH:D011470,Prostatic Hyperplasia
C047638,alfuzosin,MESH:D011472,Prostatitis
C047638,alfuzosin,MESH:D014555,Urination Disorders
C047638,alfuzosin,MESH:D014570,Urologic Diseases
C047638,alfuzosin,MESH:D015746,Abdominal Pain
C047638,alfuzosin,MESH:D016055,Urinary Retention
C047638,alfuzosin,MESH:D019694,"Hepatitis B, Chronic"
C047638,alfuzosin,MESH:D053448,Prostatism
C047638,alfuzosin,MESH:D056486,Chemical and Drug Induced Liver Injury
D014293,Trimethadione,MESH:D000013,Congenital Abnormalities
D014293,Trimethadione,MESH:D000014,"Abnormalities, Drug-Induced"
D014293,Trimethadione,MESH:D000015,"Abnormalities, Multiple"
D014293,Trimethadione,MESH:D001008,Anxiety Disorders
D014293,Trimethadione,MESH:D002137,Calculi
D014293,Trimethadione,MESH:D002493,Central Nervous System Diseases
D014293,Trimethadione,MESH:D002658,Developmental Disabilities
D014293,Trimethadione,MESH:D004374,"Ductus Arteriosus, Patent"
D014293,Trimethadione,MESH:D004827,Epilepsy
D014293,Trimethadione,MESH:D004828,"Epilepsies, Partial"
D014293,Trimethadione,MESH:D004832,"Epilepsy, Absence"
D014293,Trimethadione,MESH:D005124,Eye Abnormalities
D014293,Trimethadione,MESH:D006130,Growth Disorders
D014293,Trimethadione,MESH:D006330,"Heart Defects, Congenital"
D014293,Trimethadione,MESH:D006345,"Heart Septal Defects, Ventricular"
D014293,Trimethadione,MESH:D006948,Hyperkinesis
D014293,Trimethadione,MESH:D007680,Kidney Neoplasms
D014293,Trimethadione,MESH:D007859,Learning Disorders
D014293,Trimethadione,MESH:D008114,"Liver Neoplasms, Experimental"
D014293,Trimethadione,MESH:D008831,Microcephaly
D014293,Trimethadione,MESH:D009157,Myasthenia Gravis
D014293,Trimethadione,MESH:D009401,Nephrosis
D014293,Trimethadione,MESH:D009404,Nephrotic Syndrome
D014293,Trimethadione,MESH:D010195,Pancreatitis
D014293,Trimethadione,MESH:D011230,Precancerous Conditions
D014293,Trimethadione,MESH:D011297,Prenatal Exposure Delayed Effects
D014293,Trimethadione,MESH:D012640,Seizures
D014293,Trimethadione,MESH:D018376,Cardiovascular Abnormalities
D014293,Trimethadione,MESH:D019465,Craniofacial Abnormalities
D014293,Trimethadione,MESH:D019957,Motor Skills Disorders
C077073,nitisinone,MESH:D020176,Tyrosinemias
C012255,clobazam,MESH:D001008,Anxiety Disorders
C012255,clobazam,MESH:D001259,Ataxia
C012255,clobazam,MESH:D001851,"Bone Diseases, Metabolic"
C012255,clobazam,MESH:D003251,"Constriction, Pathologic"
C012255,clobazam,MESH:D004830,"Epilepsy, Tonic-Clonic"
C012255,clobazam,MESH:D005198,Fanconi Syndrome
C012255,clobazam,MESH:D006029,Glycosuria
C012255,clobazam,MESH:D006970,Disorders of Excessive Somnolence
C012255,clobazam,MESH:D007037,Hypothyroidism
C012255,clobazam,MESH:D009207,Myoclonus
C012255,clobazam,MESH:D010291,Paresis
C012255,clobazam,MESH:D011507,Proteinuria
C012255,clobazam,MESH:D012640,Seizures
C012255,clobazam,MESH:D013036,"Spasms, Infantile"
C012255,clobazam,MESH:D013262,Stevens-Johnson Syndrome
C012255,clobazam,MESH:D013375,Substance Withdrawal Syndrome
C012255,clobazam,MESH:D017674,Hypophosphatemia
C012255,clobazam,MESH:D019305,"Epilepsy, Rolandic"
C012255,clobazam,MESH:D019954,Neurobehavioral Manifestations
C012255,clobazam,MESH:D020301,"Vasospasm, Intracranial"
D008914,Minoxidil,MESH:D000172,Acromegaly
D008914,Minoxidil,MESH:D000370,Ageusia
D008914,Minoxidil,MESH:D000505,Alopecia
D008914,Minoxidil,MESH:D000506,Alopecia Areata
D008914,Minoxidil,MESH:D000855,Anorexia
D008914,Minoxidil,MESH:D001342,Autonomic Nervous System Diseases
D008914,Minoxidil,MESH:D002305,Cardiac Tamponade
D008914,Minoxidil,MESH:D002318,Cardiovascular Diseases
D008914,Minoxidil,MESH:D002637,Chest Pain
D008914,Minoxidil,MESH:D003117,Color Vision Defects
D008914,Minoxidil,MESH:D004244,Dizziness
D008914,Minoxidil,MESH:D004487,Edema
D008914,Minoxidil,MESH:D005221,Fatigue
D008914,Minoxidil,MESH:D005334,Fever
D008914,Minoxidil,MESH:D006261,Headache
D008914,Minoxidil,MESH:D006312,"Hearing Loss, Bilateral"
D008914,Minoxidil,MESH:D006331,Heart Diseases
D008914,Minoxidil,MESH:D006332,Cardiomegaly
D008914,Minoxidil,MESH:D006333,Heart Failure
D008914,Minoxidil,MESH:D006470,Hemorrhage
D008914,Minoxidil,MESH:D006628,Hirsutism
D008914,Minoxidil,MESH:D006973,Hypertension
D008914,Minoxidil,MESH:D006974,"Hypertension, Malignant"
D008914,Minoxidil,MESH:D006976,"Hypertension, Pulmonary"
D008914,Minoxidil,MESH:D006977,"Hypertension, Renal"
D008914,Minoxidil,MESH:D006983,Hypertrichosis
D008914,Minoxidil,MESH:D007022,Hypotension
D008914,Minoxidil,MESH:D007024,"Hypotension, Orthostatic"
D008914,Minoxidil,MESH:D007172,Erectile Dysfunction
D008914,Minoxidil,MESH:D007249,Inflammation
D008914,Minoxidil,MESH:D007511,Ischemia
D008914,Minoxidil,MESH:D009202,Cardiomyopathies
D008914,Minoxidil,MESH:D009203,Myocardial Infarction
D008914,Minoxidil,MESH:D009336,Necrosis
D008914,Minoxidil,MESH:D009902,Optic Neuritis
D008914,Minoxidil,MESH:D010032,Otitis Externa
D008914,Minoxidil,MESH:D010146,Pain
D008914,Minoxidil,MESH:D010490,Pericardial Effusion
D008914,Minoxidil,MESH:D010493,Pericarditis
D008914,Minoxidil,MESH:D010996,Pleural Effusion
D008914,Minoxidil,MESH:D011111,Polymyalgia Rheumatica
D008914,Minoxidil,MESH:D011507,Proteinuria
D008914,Minoxidil,MESH:D011537,Pruritus
D008914,Minoxidil,MESH:D012173,Retinitis
D008914,Minoxidil,MESH:D013610,Tachycardia
D008914,Minoxidil,MESH:D015431,Weight Loss
D008914,Minoxidil,MESH:D017379,"Hypertrophy, Left Ventricular"
D008914,Minoxidil,MESH:D051437,Renal Insufficiency
D008914,Minoxidil,MESH:D058186,Acute Kidney Injury
D008535,Megestrol,MESH:D000230,Adenocarcinoma
D008535,Megestrol,MESH:D001157,Arterial Occlusive Diseases
D008535,Megestrol,MESH:D006978,"Hypertension, Renovascular"
D008535,Megestrol,MESH:D016889,Endometrial Neoplasms
D008535,Megestrol,MESH:D017379,"Hypertrophy, Left Ventricular"
D013866,Thioguanine,MESH:D000740,Anemia
D013866,Thioguanine,MESH:D001201,Ascites
D013866,Thioguanine,MESH:D002526,Cerebellar Diseases
D013866,Thioguanine,MESH:D003424,Crohn Disease
D013866,Thioguanine,MESH:D003967,Diarrhea
D013866,Thioguanine,MESH:D004932,Esophageal and Gastric Varices
D013866,Thioguanine,MESH:D005355,Fibrosis
D013866,Thioguanine,MESH:D006331,Heart Diseases
D013866,Thioguanine,MESH:D006471,Gastrointestinal Hemorrhage
D013866,Thioguanine,MESH:D006502,Budd-Chiari Syndrome
D013866,Thioguanine,MESH:D006504,Hepatic Veno-Occlusive Disease
D013866,Thioguanine,MESH:D006965,Hyperplasia
D013866,Thioguanine,MESH:D006975,"Hypertension, Portal"
D013866,Thioguanine,MESH:D007938,Leukemia
D013866,Thioguanine,MESH:D007945,"Leukemia, Lymphoid"
D013866,Thioguanine,MESH:D007951,"Leukemia, Myeloid"
D013866,Thioguanine,MESH:D010198,Pancytopenia
D013866,Thioguanine,MESH:D010382,Peliosis Hepatis
D013866,Thioguanine,MESH:D011565,Psoriasis
D013866,Thioguanine,MESH:D013163,Splenomegaly
D013866,Thioguanine,MESH:D013921,Thrombocytopenia
D013866,Thioguanine,MESH:D014202,Tremor
D013866,Thioguanine,MESH:D015212,Inflammatory Bowel Diseases
D013866,Thioguanine,MESH:D015470,"Leukemia, Myeloid, Acute"
D013866,Thioguanine,MESH:D015473,"Leukemia, Promyelocytic, Acute"
D013866,Thioguanine,MESH:D020518,Focal Nodular Hyperplasia
D013866,Thioguanine,MESH:D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
D013866,Thioguanine,MESH:D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
D013866,Thioguanine,MESH:D056486,Chemical and Drug Induced Liver Injury
D008755,Methylergonovine,MESH:D000788,"Angina Pectoris, Variant"
D008755,Methylergonovine,MESH:D001157,Arterial Occlusive Diseases
D008755,Methylergonovine,MESH:D001919,Bradycardia
D008755,Methylergonovine,MESH:D001929,Brain Edema
D008755,Methylergonovine,MESH:D002561,Cerebrovascular Disorders
D008755,Methylergonovine,MESH:D003324,Coronary Artery Disease
D008755,Methylergonovine,MESH:D003329,Coronary Vasospasm
D008755,Methylergonovine,MESH:D005316,Fetal Distress
D008755,Methylergonovine,MESH:D006261,Headache
D008755,Methylergonovine,MESH:D006323,Heart Arrest
D008755,Methylergonovine,MESH:D006349,Heart Valve Diseases
D008755,Methylergonovine,MESH:D006473,Postpartum Hemorrhage
D008755,Methylergonovine,MESH:D006973,Hypertension
D008755,Methylergonovine,MESH:D009122,Muscle Hypertonia
D008755,Methylergonovine,MESH:D009203,Myocardial Infarction
D008755,Methylergonovine,MESH:D009422,Nervous System Diseases
D008755,Methylergonovine,MESH:D011041,Poisoning
D008755,Methylergonovine,MESH:D011654,Pulmonary Edema
D008755,Methylergonovine,MESH:D013746,Tetany
D008755,Methylergonovine,MESH:D014592,Uterine Hemorrhage
D008755,Methylergonovine,MESH:D015746,Abdominal Pain
D008755,Methylergonovine,MESH:D017202,Myocardial Ischemia
D008755,Methylergonovine,MESH:D054537,Atrioventricular Block
D001398,Aztreonam,MESH:D000038,Abscess
D001398,Aztreonam,MESH:D003424,Crohn Disease
D001398,Aztreonam,MESH:D003550,Cystic Fibrosis
D001398,Aztreonam,MESH:D003875,Drug Eruptions
D001398,Aztreonam,MESH:D004660,Encephalitis
D001398,Aztreonam,MESH:D004802,Eosinophilia
D001398,Aztreonam,MESH:D004927,Escherichia coli Infections
D001398,Aztreonam,MESH:D005076,Exanthema
D001398,Aztreonam,MESH:D005334,Fever
D001398,Aztreonam,MESH:D008581,Meningitis
D001398,Aztreonam,MESH:D011552,Pseudomonas Infections
D001398,Aztreonam,MESH:D012640,Seizures
D001398,Aztreonam,MESH:D013203,Staphylococcal Infections
D001398,Aztreonam,MESH:D013262,Stevens-Johnson Syndrome
D001398,Aztreonam,MESH:D014552,Urinary Tract Infections
D001398,Aztreonam,MESH:D014581,Urticaria
D001398,Aztreonam,MESH:D016868,Serratia Infections
D001398,Aztreonam,MESH:D016905,Gram-Negative Bacterial Infections
D001398,Aztreonam,MESH:D016920,"Meningitis, Bacterial"
D001398,Aztreonam,MESH:D058186,Acute Kidney Injury
D002753,Chlorzoxazone,MESH:D001416,Back Pain
D002753,Chlorzoxazone,MESH:D002780,"Cholestasis, Intrahepatic"
D002753,Chlorzoxazone,MESH:D005767,Gastrointestinal Diseases
D002753,Chlorzoxazone,MESH:D006970,Disorders of Excessive Somnolence
D002753,Chlorzoxazone,MESH:D007565,Jaundice
D002753,Chlorzoxazone,MESH:D012206,Rhabdomyolysis
D002753,Chlorzoxazone,MESH:D013035,Spasm
D002753,Chlorzoxazone,MESH:D014103,Torticollis
D002753,Chlorzoxazone,MESH:D017114,"Liver Failure, Acute"
D002753,Chlorzoxazone,MESH:D017116,Low Back Pain
D002753,Chlorzoxazone,MESH:D018366,"Vasculitis, Leukocytoclastic, Cutaneous"
D002753,Chlorzoxazone,MESH:D056486,Chemical and Drug Induced Liver Injury
D000616,Aminoglutethimide,MESH:D000230,Adenocarcinoma
D000616,Aminoglutethimide,MESH:D001259,Ataxia
D000616,Aminoglutethimide,MESH:D001523,Mental Disorders
D000616,Aminoglutethimide,MESH:D001943,Breast Neoplasms
D000616,Aminoglutethimide,MESH:D002277,Carcinoma
D000616,Aminoglutethimide,MESH:D003866,Depressive Disorder
D000616,Aminoglutethimide,MESH:D004244,Dizziness
D000616,Aminoglutethimide,MESH:D004342,Drug Hypersensitivity
D000616,Aminoglutethimide,MESH:D004802,Eosinophilia
D000616,Aminoglutethimide,MESH:D005076,Exanthema
D000616,Aminoglutethimide,MESH:D005221,Fatigue
D000616,Aminoglutethimide,MESH:D005334,Fever
D000616,Aminoglutethimide,MESH:D006973,Hypertension
D000616,Aminoglutethimide,MESH:D007177,Inappropriate ADH Syndrome
D000616,Aminoglutethimide,MESH:D009325,Nausea
D000616,Aminoglutethimide,MESH:D009362,Neoplasm Metastasis
D000616,Aminoglutethimide,MESH:D010146,Pain
D000616,Aminoglutethimide,MESH:D011471,Prostatic Neoplasms
D000616,Aminoglutethimide,MESH:D011537,Pruritus
D000616,Aminoglutethimide,MESH:D012893,Sleep Wake Disorders
D000616,Aminoglutethimide,MESH:D014581,Urticaria
D000616,Aminoglutethimide,MESH:D016889,Endometrial Neoplasms
D000616,Aminoglutethimide,MESH:D018268,Adrenocortical Carcinoma
D000616,Aminoglutethimide,MESH:D041781,"Jaundice, Obstructive"
D000616,Aminoglutethimide,MESH:D053609,Lethargy
D015767,Mefloquine,MESH:C536010,Achalasia microcephaly
D015767,Mefloquine,MESH:D000741,"Anemia, Aplastic"
D015767,Mefloquine,MESH:D000744,"Anemia, Hemolytic, Autoimmune"
D015767,Mefloquine,MESH:D000855,Anorexia
D015767,Mefloquine,MESH:D001008,Anxiety Disorders
D015767,Mefloquine,MESH:D001068,Feeding and Eating Disorders
D015767,Mefloquine,MESH:D001282,Atrial Flutter
D015767,Mefloquine,MESH:D001523,Mental Disorders
D015767,Mefloquine,MESH:D001714,Bipolar Disorder
D015767,Mefloquine,MESH:D001927,Brain Diseases
D015767,Mefloquine,MESH:D002779,Cholestasis
D015767,Mefloquine,MESH:D003072,Cognition Disorders
D015767,Mefloquine,MESH:D003221,Confusion
D015767,Mefloquine,MESH:D003639,"Hearing Loss, Sudden"
D015767,Mefloquine,MESH:D003693,Delirium
D015767,Mefloquine,MESH:D003865,"Depressive Disorder, Major"
D015767,Mefloquine,MESH:D003866,Depressive Disorder
D015767,Mefloquine,MESH:D003875,Drug Eruptions
D015767,Mefloquine,MESH:D003967,Diarrhea
D015767,Mefloquine,MESH:D004244,Dizziness
D015767,Mefloquine,MESH:D004438,Ecchymosis
D015767,Mefloquine,MESH:D004830,"Epilepsy, Tonic-Clonic"
D015767,Mefloquine,MESH:D004890,Erythema
D015767,Mefloquine,MESH:D005234,Fatty Liver
D015767,Mefloquine,MESH:D005334,Fever
D015767,Mefloquine,MESH:D005767,Gastrointestinal Diseases
D015767,Mefloquine,MESH:D006212,Hallucinations
D015767,Mefloquine,MESH:D006261,Headache
D015767,Mefloquine,MESH:D006316,"Hearing Loss, High-Frequency"
D015767,Mefloquine,MESH:D006505,Hepatitis
D015767,Mefloquine,MESH:D006987,Hypesthesia
D015767,Mefloquine,MESH:D007024,"Hypotension, Orthostatic"
D015767,Mefloquine,MESH:D007319,Sleep Initiation and Maintenance Disorders
D015767,Mefloquine,MESH:D007565,Jaundice
D015767,Mefloquine,MESH:D008288,Malaria
D015767,Mefloquine,MESH:D008569,Memory Disorders
D015767,Mefloquine,MESH:D009207,Myoclonus
D015767,Mefloquine,MESH:D009325,Nausea
D015767,Mefloquine,MESH:D009410,Nerve Degeneration
D015767,Mefloquine,MESH:D009422,Nervous System Diseases
D015767,Mefloquine,MESH:D009759,"Nystagmus, Pathologic"
D015767,Mefloquine,MESH:D010259,Paranoid Disorders
D015767,Mefloquine,MESH:D010292,Paresthesia
D015767,Mefloquine,MESH:D011115,Polyneuropathies
D015767,Mefloquine,MESH:D011537,Pruritus
D015767,Mefloquine,MESH:D011565,Psoriasis
D015767,Mefloquine,MESH:D011595,Psychomotor Agitation
D015767,Mefloquine,MESH:D011605,"Psychoses, Substance-Induced"
D015767,Mefloquine,MESH:D012640,Seizures
D015767,Mefloquine,MESH:D012769,Shock
D015767,Mefloquine,MESH:D012883,Skin Ulcer
D015767,Mefloquine,MESH:D012893,Sleep Wake Disorders
D015767,Mefloquine,MESH:D013262,Stevens-Johnson Syndrome
D015767,Mefloquine,MESH:D013610,Tachycardia
D015767,Mefloquine,MESH:D013921,Thrombocytopenia
D015767,Mefloquine,MESH:D014012,Tinnitus
D015767,Mefloquine,MESH:D014581,Urticaria
D015767,Mefloquine,MESH:D014717,Vertigo
D015767,Mefloquine,MESH:D014786,Vision Disorders
D015767,Mefloquine,MESH:D014839,Vomiting
D015767,Mefloquine,MESH:D015878,Mydriasis
D015767,Mefloquine,MESH:D016584,Panic Disorder
D015767,Mefloquine,MESH:D016778,"Malaria, Falciparum"
D015767,Mefloquine,MESH:D016779,"Malaria, Cerebral"
D015767,Mefloquine,MESH:D016780,"Malaria, Vivax"
D015767,Mefloquine,MESH:D017093,Liver Failure
D015767,Mefloquine,MESH:D018366,"Vasculitis, Leukocytoclastic, Cutaneous"
D015767,Mefloquine,MESH:D018908,Muscle Weakness
D015767,Mefloquine,MESH:D019964,Mood Disorders
D015767,Mefloquine,MESH:D020234,Gait Ataxia
D015767,Mefloquine,MESH:D020433,Trigeminal Nerve Diseases
D015767,Mefloquine,MESH:D023341,Chills
D015767,Mefloquine,MESH:D034381,Hearing Loss
D015767,Mefloquine,MESH:D041881,"Cholecystitis, Acute"
D015767,Mefloquine,MESH:D053608,Stupor
D015767,Mefloquine,MESH:D054537,Atrioventricular Block
D015767,Mefloquine,MESH:D054972,Postural Orthostatic Tachycardia Syndrome
D015767,Mefloquine,MESH:D056486,Chemical and Drug Induced Liver Injury
D013411,Sulfadiazine,MESH:D001002,Anuria
D013411,Sulfadiazine,MESH:D001927,Brain Diseases
D013411,Sulfadiazine,MESH:D002825,Chorioretinitis
D013411,Sulfadiazine,MESH:D003875,Drug Eruptions
D013411,Sulfadiazine,MESH:D004342,Drug Hypersensitivity
D013411,Sulfadiazine,MESH:D004660,Encephalitis
D013411,Sulfadiazine,MESH:D004684,"Leukoencephalitis, Acute Hemorrhagic"
D013411,Sulfadiazine,MESH:D005921,Glomerulonephritis
D013411,Sulfadiazine,MESH:D006417,Hematuria
D013411,Sulfadiazine,MESH:D007669,Kidney Calculi
D013411,Sulfadiazine,MESH:D007674,Kidney Diseases
D013411,Sulfadiazine,MESH:D008180,"Lupus Erythematosus, Systemic"
D013411,Sulfadiazine,MESH:D008581,Meningitis
D013411,Sulfadiazine,MESH:D009617,Nocardia Infections
D013411,Sulfadiazine,MESH:D010229,Paracoccidioidomycosis
D013411,Sulfadiazine,MESH:D011595,Psychomotor Agitation
D013411,Sulfadiazine,MESH:D012173,Retinitis
D013411,Sulfadiazine,MESH:D012852,Sinusitis
D013411,Sulfadiazine,MESH:D014123,Toxoplasmosis
D013411,Sulfadiazine,MESH:D014581,Urticaria
D013411,Sulfadiazine,MESH:D016781,"Toxoplasmosis, Cerebral"
D013411,Sulfadiazine,MESH:D018410,"Pneumonia, Bacterial"
D013411,Sulfadiazine,MESH:D051437,Renal Insufficiency
D013411,Sulfadiazine,MESH:D052878,Urolithiasis
D013411,Sulfadiazine,MESH:D053040,Nephrolithiasis
D013411,Sulfadiazine,MESH:D058186,Acute Kidney Injury
C030852,vinorelbine,MESH:C538231,Adenocarcinoma of lung
C030852,vinorelbine,MESH:C562729,Esophageal Squamous Cell Carcinoma
C030852,vinorelbine,MESH:D000230,Adenocarcinoma
C030852,vinorelbine,MESH:D000380,Agranulocytosis
C030852,vinorelbine,MESH:D000505,Alopecia
C030852,vinorelbine,MESH:D000740,Anemia
C030852,vinorelbine,MESH:D000787,Angina Pectoris
C030852,vinorelbine,MESH:D000855,Anorexia
C030852,vinorelbine,MESH:D001247,Asthenia
C030852,vinorelbine,MESH:D001281,Atrial Fibrillation
C030852,vinorelbine,MESH:D001282,Atrial Flutter
C030852,vinorelbine,MESH:D001342,Autonomic Nervous System Diseases
C030852,vinorelbine,MESH:D001943,Breast Neoplasms
C030852,vinorelbine,MESH:D002277,Carcinoma
C030852,vinorelbine,MESH:D002289,"Carcinoma, Non-Small-Cell Lung"
C030852,vinorelbine,MESH:D002294,"Carcinoma, Squamous Cell"
C030852,vinorelbine,MESH:D002318,Cardiovascular Diseases
C030852,vinorelbine,MESH:D002493,Central Nervous System Diseases
C030852,vinorelbine,MESH:D003085,Colic
C030852,vinorelbine,MESH:D003248,Constipation
C030852,vinorelbine,MESH:D003872,Dermatitis
C030852,vinorelbine,MESH:D003967,Diarrhea
C030852,vinorelbine,MESH:D004487,Edema
C030852,vinorelbine,MESH:D004890,Erythema
C030852,vinorelbine,MESH:D005155,Facial Nerve Diseases
C030852,vinorelbine,MESH:D005158,Facial Paralysis
C030852,vinorelbine,MESH:D005221,Fatigue
C030852,vinorelbine,MESH:D005334,Fever
C030852,vinorelbine,MESH:D005533,Foot Dermatoses
C030852,vinorelbine,MESH:D005767,Gastrointestinal Diseases
C030852,vinorelbine,MESH:D006229,Hand Dermatoses
C030852,vinorelbine,MESH:D006258,Head and Neck Neoplasms
C030852,vinorelbine,MESH:D006312,"Hearing Loss, Bilateral"
C030852,vinorelbine,MESH:D006319,"Hearing Loss, Sensorineural"
C030852,vinorelbine,MESH:D006331,Heart Diseases
C030852,vinorelbine,MESH:D006333,Heart Failure
C030852,vinorelbine,MESH:D006402,Hematologic Diseases
C030852,vinorelbine,MESH:D006685,Hoarseness
C030852,vinorelbine,MESH:D006973,Hypertension
C030852,vinorelbine,MESH:D007010,Hyponatremia
C030852,vinorelbine,MESH:D007177,Inappropriate ADH Syndrome
C030852,vinorelbine,MESH:D007674,Kidney Diseases
C030852,vinorelbine,MESH:D007970,Leukopenia
C030852,vinorelbine,MESH:D008113,Liver Neoplasms
C030852,vinorelbine,MESH:D008171,Lung Diseases
C030852,vinorelbine,MESH:D008175,Lung Neoplasms
C030852,vinorelbine,MESH:D008545,Melanoma
C030852,vinorelbine,MESH:D008654,Mesothelioma
C030852,vinorelbine,MESH:D009135,Muscular Diseases
C030852,vinorelbine,MESH:D009203,Myocardial Infarction
C030852,vinorelbine,MESH:D009325,Nausea
C030852,vinorelbine,MESH:D009362,Neoplasm Metastasis
C030852,vinorelbine,MESH:D009369,Neoplasms
C030852,vinorelbine,MESH:D009376,"Neoplasms, Hormone-Dependent"
C030852,vinorelbine,MESH:D009422,Nervous System Diseases
C030852,vinorelbine,MESH:D009437,Neuralgia
C030852,vinorelbine,MESH:D009443,Neuritis
C030852,vinorelbine,MESH:D009503,Neutropenia
C030852,vinorelbine,MESH:D010051,Ovarian Neoplasms
C030852,vinorelbine,MESH:D010146,Pain
C030852,vinorelbine,MESH:D010190,Pancreatic Neoplasms
C030852,vinorelbine,MESH:D010198,Pancytopenia
C030852,vinorelbine,MESH:D010292,Paresthesia
C030852,vinorelbine,MESH:D010523,Peripheral Nervous System Diseases
C030852,vinorelbine,MESH:D010689,Phlebitis
C030852,vinorelbine,MESH:D011115,Polyneuropathies
C030852,vinorelbine,MESH:D011471,Prostatic Neoplasms
C030852,vinorelbine,MESH:D011655,Pulmonary Embolism
C030852,vinorelbine,MESH:D013118,Spinal Cord Diseases
C030852,vinorelbine,MESH:D013280,Stomatitis
C030852,vinorelbine,MESH:D013921,Thrombocytopenia
C030852,vinorelbine,MESH:D013923,Thromboembolism
C030852,vinorelbine,MESH:D014012,Tinnitus
C030852,vinorelbine,MESH:D014067,Tonsillar Neoplasms
C030852,vinorelbine,MESH:D014652,Vascular Diseases
C030852,vinorelbine,MESH:D014826,Vocal Cord Paralysis
C030852,vinorelbine,MESH:D014839,Vomiting
C030852,vinorelbine,MESH:D015433,"Glomerulonephritis, Membranous"
C030852,vinorelbine,MESH:D017093,Liver Failure
C030852,vinorelbine,MESH:D017202,Myocardial Ischemia
C030852,vinorelbine,MESH:D018287,"Carcinoma, Large Cell"
C030852,vinorelbine,MESH:D018450,Disease Progression
C030852,vinorelbine,MESH:D018805,Sepsis
C030852,vinorelbine,MESH:D018827,"Carcinoma, Lewis Lung"
C030852,vinorelbine,MESH:D020151,Protein C Deficiency
C030852,vinorelbine,MESH:D020246,Venous Thrombosis
C030852,vinorelbine,MESH:D020258,Neurotoxicity Syndromes
C030852,vinorelbine,MESH:D021081,Chronobiology Disorders
C030852,vinorelbine,MESH:D045823,Ileus
C030852,vinorelbine,MESH:D052016,Mucositis
C030852,vinorelbine,MESH:D064420,Drug-Related Side Effects and Adverse Reactions
C102786,anidulafungin,MESH:D001228,Aspergillosis
C102786,anidulafungin,MESH:D002177,Candidiasis
C102786,anidulafungin,MESH:D056486,Chemical and Drug Induced Liver Injury
C102786,anidulafungin,MESH:D058387,Candidemia
D003024,Clozapine,MESH:D000140,"Acidosis, Lactic"
D003024,Clozapine,MESH:D000379,Agoraphobia
D003024,Clozapine,MESH:D000380,Agranulocytosis
D003024,Clozapine,MESH:D000741,"Anemia, Aplastic"
D003024,Clozapine,MESH:D000799,Angioedema
D003024,Clozapine,MESH:D000855,Anorexia
D003024,Clozapine,MESH:D001049,Apnea
D003024,Clozapine,MESH:D001068,Feeding and Eating Disorders
D003024,Clozapine,MESH:D001145,"Arrhythmias, Cardiac"
D003024,Clozapine,MESH:D001201,Ascites
D003024,Clozapine,MESH:D001342,Autonomic Nervous System Diseases
D003024,Clozapine,MESH:D001480,Basal Ganglia Diseases
D003024,Clozapine,MESH:D001523,Mental Disorders
D003024,Clozapine,MESH:D001714,Bipolar Disorder
D003024,Clozapine,MESH:D001764,Blepharospasm
D003024,Clozapine,MESH:D001883,Borderline Personality Disorder
D003024,Clozapine,MESH:D001919,Bradycardia
D003024,Clozapine,MESH:D001930,Brain Injuries
D003024,Clozapine,MESH:D002037,Bundle-Branch Block
D003024,Clozapine,MESH:D002305,Cardiac Tamponade
D003024,Clozapine,MESH:D002311,"Cardiomyopathy, Dilated"
D003024,Clozapine,MESH:D002318,Cardiovascular Diseases
D003024,Clozapine,MESH:D002375,Catalepsy
D003024,Clozapine,MESH:D002385,Cataplexy
D003024,Clozapine,MESH:D002389,Catatonia
D003024,Clozapine,MESH:D002637,Chest Pain
D003024,Clozapine,MESH:D002779,Cholestasis
D003024,Clozapine,MESH:D002819,Chorea
D003024,Clozapine,MESH:D003072,Cognition Disorders
D003024,Clozapine,MESH:D003128,Coma
D003024,Clozapine,MESH:D003161,Compartment Syndromes
D003024,Clozapine,MESH:D003221,Confusion
D003024,Clozapine,MESH:D003248,Constipation
D003024,Clozapine,MESH:D003371,Cough
D003024,Clozapine,MESH:D003490,Cyanosis
D003024,Clozapine,MESH:D003645,"Death, Sudden"
D003024,Clozapine,MESH:D003680,Deglutition Disorders
D003024,Clozapine,MESH:D003693,Delirium
D003024,Clozapine,MESH:D003704,Dementia
D003024,Clozapine,MESH:D003865,"Depressive Disorder, Major"
D003024,Clozapine,MESH:D003866,Depressive Disorder
D003024,Clozapine,MESH:D003875,Drug Eruptions
D003024,Clozapine,MESH:D003920,Diabetes Mellitus
D003024,Clozapine,MESH:D003924,"Diabetes Mellitus, Type 2"
D003024,Clozapine,MESH:D003967,Diarrhea
D003024,Clozapine,MESH:D004244,Dizziness
D003024,Clozapine,MESH:D004342,Drug Hypersensitivity
D003024,Clozapine,MESH:D004401,Dysarthria
D003024,Clozapine,MESH:D004409,"Dyskinesia, Drug-Induced"
D003024,Clozapine,MESH:D004417,Dyspnea
D003024,Clozapine,MESH:D004421,Dystonia
D003024,Clozapine,MESH:D004487,Edema
D003024,Clozapine,MESH:D004696,Endocarditis
D003024,Clozapine,MESH:D004775,Enuresis
D003024,Clozapine,MESH:D004802,Eosinophilia
